date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-03-16,competitive,Europe,hollywood,Gold,오리사,TANK,12.9,43.9
2026-03-16,competitive,Europe,hollywood,Gold,우양,SUPPORT,6.9,48.6
2026-03-16,competitive,Europe,hollywood,Gold,위도우메이커,DAMAGE,5.4,49.7
2026-03-16,competitive,Europe,hollywood,Gold,윈스턴,TANK,4.4,49.3
2026-03-16,competitive,Europe,hollywood,Gold,일리아리,SUPPORT,13.4,51.2
2026-03-16,competitive,Europe,hollywood,Gold,자리야,TANK,5.7,47.9
2026-03-16,competitive,Europe,hollywood,Gold,정커퀸,TANK,3.2,49.0
2026-03-16,competitive,Europe,hollywood,Gold,정크랫,DAMAGE,12.3,47.6
2026-03-16,competitive,Europe,hollywood,Gold,제트팩 캣,SUPPORT,4.0,52.6
2026-03-16,competitive,Europe,hollywood,Gold,젠야타,SUPPORT,11.3,51.3
2026-03-16,competitive,Europe,hollywood,Gold,주노,SUPPORT,15.7,50.6
2026-03-16,competitive,Europe,hollywood,Gold,캐서디,DAMAGE,14.9,47.8
2026-03-16,competitive,Europe,hollywood,Gold,키리코,SUPPORT,28.4,44.7
2026-03-16,competitive,Europe,hollywood,Gold,토르비욘,DAMAGE,5.7,51.2
2026-03-16,competitive,Europe,hollywood,Gold,트레이서,DAMAGE,3.6,49.8
2026-03-16,competitive,Europe,hollywood,Gold,파라,DAMAGE,4.3,48.8
2026-03-16,competitive,Europe,hollywood,Gold,프레야,DAMAGE,4.1,46.0
2026-03-16,competitive,Europe,hollywood,Gold,한조,DAMAGE,10.4,49.3
2026-03-16,competitive,Europe,hollywood,Gold,해저드,TANK,2.0,53.8
2026-03-16,competitive,Europe,hollywood,Platinum,D.Va,TANK,7.1,45.8
2026-03-16,competitive,Europe,hollywood,Platinum,겐지,DAMAGE,11.4,50.7
2026-03-16,competitive,Europe,hollywood,Platinum,도미나,TANK,5.4,53.3
2026-03-16,competitive,Europe,hollywood,Platinum,둠피스트,TANK,5.5,50.6
2026-03-16,competitive,Europe,hollywood,Platinum,라마트라,TANK,7.6,42.5
2026-03-16,competitive,Europe,hollywood,Platinum,라이프위버,SUPPORT,7.1,44.4
2026-03-16,competitive,Europe,hollywood,Platinum,라인하르트,TANK,12.8,47.2
2026-03-16,competitive,Europe,hollywood,Platinum,레킹볼,TANK,2.7,51.2
2026-03-16,competitive,Europe,hollywood,Platinum,로드호그,TANK,8.4,48.1
2026-03-16,competitive,Europe,hollywood,Platinum,루시우,SUPPORT,4.4,45.9
2026-03-16,competitive,Europe,hollywood,Platinum,리퍼,DAMAGE,11.1,47.6
2026-03-16,competitive,Europe,hollywood,Platinum,마우가,TANK,4.5,46.1
2026-03-16,competitive,Europe,hollywood,Platinum,메르시,SUPPORT,20.9,51.2
2026-03-16,competitive,Europe,hollywood,Platinum,메이,DAMAGE,9.6,49.7
2026-03-16,competitive,Europe,hollywood,Platinum,모이라,SUPPORT,22.1,45.9
2026-03-16,competitive,Europe,hollywood,Platinum,미즈키,SUPPORT,17.5,51.7
2026-03-16,competitive,Europe,hollywood,Platinum,바스티온,DAMAGE,14.5,43.5
2026-03-16,competitive,Europe,hollywood,Platinum,바티스트,SUPPORT,9.2,43.9
2026-03-16,competitive,Europe,hollywood,Platinum,벤데타,DAMAGE,3.5,52.1
2026-03-16,competitive,Europe,hollywood,Platinum,벤처,DAMAGE,2.6,51.8
2026-03-16,competitive,Europe,hollywood,Platinum,브리기테,SUPPORT,2.7,50.3
2026-03-16,competitive,Europe,hollywood,Platinum,소전,DAMAGE,12.6,44.5
2026-03-16,competitive,Europe,hollywood,Platinum,솔저: 76,DAMAGE,19.1,46.4
2026-03-16,competitive,Europe,hollywood,Platinum,솜브라,DAMAGE,3.5,44.9
2026-03-16,competitive,Europe,hollywood,Platinum,시그마,TANK,16.3,51.4
2026-03-16,competitive,Europe,hollywood,Platinum,시메트라,DAMAGE,4.3,47.6
2026-03-16,competitive,Europe,hollywood,Platinum,아나,SUPPORT,33.2,46.2
2026-03-16,competitive,Europe,hollywood,Platinum,안란,DAMAGE,7.5,50.9
2026-03-16,competitive,Europe,hollywood,Platinum,애쉬,DAMAGE,17.3,49.5
2026-03-16,competitive,Europe,hollywood,Platinum,에코,DAMAGE,4.7,50.9
2026-03-16,competitive,Europe,hollywood,Platinum,엠레,DAMAGE,16.9,50.4
2026-03-16,competitive,Europe,hollywood,Platinum,오리사,TANK,10.9,45.8
2026-03-16,competitive,Europe,hollywood,Platinum,우양,SUPPORT,7.6,50.7
2026-03-16,competitive,Europe,hollywood,Platinum,위도우메이커,DAMAGE,6.1,49.9
2026-03-16,competitive,Europe,hollywood,Platinum,윈스턴,TANK,6.0,50.4
2026-03-16,competitive,Europe,hollywood,Platinum,일리아리,SUPPORT,13.0,50.8
2026-03-16,competitive,Europe,hollywood,Platinum,자리야,TANK,7.0,45.2
2026-03-16,competitive,Europe,hollywood,Platinum,정커퀸,TANK,3.5,50.8
2026-03-16,competitive,Europe,hollywood,Platinum,정크랫,DAMAGE,9.5,47.5
2026-03-16,competitive,Europe,hollywood,Platinum,제트팩 캣,SUPPORT,4.5,51.3
2026-03-16,competitive,Europe,hollywood,Platinum,젠야타,SUPPORT,11.9,52.9
2026-03-16,competitive,Europe,hollywood,Platinum,주노,SUPPORT,15.5,50.0
2026-03-16,competitive,Europe,hollywood,Platinum,캐서디,DAMAGE,17.5,45.5
2026-03-16,competitive,Europe,hollywood,Platinum,키리코,SUPPORT,30.4,44.0
2026-03-16,competitive,Europe,hollywood,Platinum,토르비욘,DAMAGE,5.3,49.1
2026-03-16,competitive,Europe,hollywood,Platinum,트레이서,DAMAGE,4.4,47.3
2026-03-16,competitive,Europe,hollywood,Platinum,파라,DAMAGE,4.0,49.1
2026-03-16,competitive,Europe,hollywood,Platinum,프레야,DAMAGE,4.0,48.7
2026-03-16,competitive,Europe,hollywood,Platinum,한조,DAMAGE,10.7,51.2
2026-03-16,competitive,Europe,hollywood,Platinum,해저드,TANK,2.6,49.7
2026-03-16,competitive,Europe,hollywood,Diamond,D.Va,TANK,7.3,49.0
2026-03-16,competitive,Europe,hollywood,Diamond,겐지,DAMAGE,14.1,50.2
2026-03-16,competitive,Europe,hollywood,Diamond,도미나,TANK,6.0,49.7
2026-03-16,competitive,Europe,hollywood,Diamond,둠피스트,TANK,7.4,48.6
2026-03-16,competitive,Europe,hollywood,Diamond,라마트라,TANK,5.5,44.5
2026-03-16,competitive,Europe,hollywood,Diamond,라이프위버,SUPPORT,5.6,47.9
2026-03-16,competitive,Europe,hollywood,Diamond,라인하르트,TANK,9.5,42.9
2026-03-16,competitive,Europe,hollywood,Diamond,레킹볼,TANK,4.0,51.3
2026-03-16,competitive,Europe,hollywood,Diamond,로드호그,TANK,9.7,48.0
2026-03-16,competitive,Europe,hollywood,Diamond,루시우,SUPPORT,4.0,44.4
2026-03-16,competitive,Europe,hollywood,Diamond,리퍼,DAMAGE,8.1,48.0
2026-03-16,competitive,Europe,hollywood,Diamond,마우가,TANK,3.8,51.7
2026-03-16,competitive,Europe,hollywood,Diamond,메르시,SUPPORT,20.5,51.6
2026-03-16,competitive,Europe,hollywood,Diamond,메이,DAMAGE,7.7,50.5
2026-03-16,competitive,Europe,hollywood,Diamond,모이라,SUPPORT,13.8,44.2
2026-03-16,competitive,Europe,hollywood,Diamond,미즈키,SUPPORT,14.6,51.3
2026-03-16,competitive,Europe,hollywood,Diamond,바스티온,DAMAGE,11.2,45.1
2026-03-16,competitive,Europe,hollywood,Diamond,바티스트,SUPPORT,10.4,44.4
2026-03-16,competitive,Europe,hollywood,Diamond,벤데타,DAMAGE,3.7,47.2
2026-03-16,competitive,Europe,hollywood,Diamond,벤처,DAMAGE,2.5,53.2
2026-03-16,competitive,Europe,hollywood,Diamond,브리기테,SUPPORT,3.3,48.4
2026-03-16,competitive,Europe,hollywood,Diamond,소전,DAMAGE,15.2,45.5
2026-03-16,competitive,Europe,hollywood,Diamond,솔저: 76,DAMAGE,17.1,46.9
2026-03-16,competitive,Europe,hollywood,Diamond,솜브라,DAMAGE,4.0,46.1
2026-03-16,competitive,Europe,hollywood,Diamond,시그마,TANK,14.6,52.0
2026-03-16,competitive,Europe,hollywood,Diamond,시메트라,DAMAGE,2.9,45.1
2026-03-16,competitive,Europe,hollywood,Diamond,아나,SUPPORT,40.1,46.0
2026-03-16,competitive,Europe,hollywood,Diamond,안란,DAMAGE,6.1,50.2
2026-03-16,competitive,Europe,hollywood,Diamond,애쉬,DAMAGE,18.0,50.3
2026-03-16,competitive,Europe,hollywood,Diamond,에코,DAMAGE,5.9,49.8
2026-03-16,competitive,Europe,hollywood,Diamond,엠레,DAMAGE,19.8,51.3
2026-03-16,competitive,Europe,hollywood,Diamond,오리사,TANK,7.9,43.4
2026-03-16,competitive,Europe,hollywood,Diamond,우양,SUPPORT,9.0,49.9
2026-03-16,competitive,Europe,hollywood,Diamond,위도우메이커,DAMAGE,7.1,48.8
2026-03-16,competitive,Europe,hollywood,Diamond,윈스턴,TANK,9.1,49.4
2026-03-16,competitive,Europe,hollywood,Diamond,일리아리,SUPPORT,12.5,52.1
2026-03-16,competitive,Europe,hollywood,Diamond,자리야,TANK,7.5,45.3
2026-03-16,competitive,Europe,hollywood,Diamond,정커퀸,TANK,4.0,51.7
2026-03-16,competitive,Europe,hollywood,Diamond,정크랫,DAMAGE,5.7,50.4
2026-03-16,competitive,Europe,hollywood,Diamond,제트팩 캣,SUPPORT,5.2,53.0
2026-03-16,competitive,Europe,hollywood,Diamond,젠야타,SUPPORT,12.8,51.5
2026-03-16,competitive,Europe,hollywood,Diamond,주노,SUPPORT,15.5,49.4
2026-03-16,competitive,Europe,hollywood,Diamond,캐서디,DAMAGE,20.5,46.0
2026-03-16,competitive,Europe,hollywood,Diamond,키리코,SUPPORT,32.8,46.6
2026-03-16,competitive,Europe,hollywood,Diamond,토르비욘,DAMAGE,4.8,44.6
2026-03-16,competitive,Europe,hollywood,Diamond,트레이서,DAMAGE,7.8,49.9
2026-03-16,competitive,Europe,hollywood,Diamond,파라,DAMAGE,3.7,54.6
2026-03-16,competitive,Europe,hollywood,Diamond,프레야,DAMAGE,3.8,45.6
2026-03-16,competitive,Europe,hollywood,Diamond,한조,DAMAGE,10.4,49.2
2026-03-16,competitive,Europe,hollywood,Diamond,해저드,TANK,3.8,55.1
2026-03-16,competitive,Europe,hollywood,Master,D.Va,TANK,5.4,55.1
2026-03-16,competitive,Europe,hollywood,Master,겐지,DAMAGE,15.5,48.5
2026-03-16,competitive,Europe,hollywood,Master,도미나,TANK,5.6,41.0
2026-03-16,competitive,Europe,hollywood,Master,둠피스트,TANK,8.5,43.6
2026-03-16,competitive,Europe,hollywood,Master,라마트라,TANK,3.0,44.5
2026-03-16,competitive,Europe,hollywood,Master,라이프위버,SUPPORT,4.1,38.8
2026-03-16,competitive,Europe,hollywood,Master,라인하르트,TANK,6.3,41.2
2026-03-16,competitive,Europe,hollywood,Master,레킹볼,TANK,7.0,46.9
2026-03-16,competitive,Europe,hollywood,Master,로드호그,TANK,11.7,54.0
2026-03-16,competitive,Europe,hollywood,Master,루시우,SUPPORT,4.4,47.4
2026-03-16,competitive,Europe,hollywood,Master,리퍼,DAMAGE,6.5,53.3
2026-03-16,competitive,Europe,hollywood,Master,마우가,TANK,3.6,46.2
2026-03-16,competitive,Europe,hollywood,Master,메르시,SUPPORT,16.9,50.8
2026-03-16,competitive,Europe,hollywood,Master,메이,DAMAGE,5.6,51.4
2026-03-16,competitive,Europe,hollywood,Master,모이라,SUPPORT,7.7,46.9
2026-03-16,competitive,Europe,hollywood,Master,미즈키,SUPPORT,13.0,45.5
2026-03-16,competitive,Europe,hollywood,Master,바스티온,DAMAGE,8.1,46.7
2026-03-16,competitive,Europe,hollywood,Master,바티스트,SUPPORT,10.1,41.7
2026-03-16,competitive,Europe,hollywood,Master,벤데타,DAMAGE,3.6,61.6
2026-03-16,competitive,Europe,hollywood,Master,벤처,DAMAGE,2.9,52.7
2026-03-16,competitive,Europe,hollywood,Master,브리기테,SUPPORT,5.6,50.0
2026-03-16,competitive,Europe,hollywood,Master,소전,DAMAGE,18.5,45.5
2026-03-16,competitive,Europe,hollywood,Master,솔저: 76,DAMAGE,14.3,50.4
2026-03-16,competitive,Europe,hollywood,Master,솜브라,DAMAGE,4.1,50.1
2026-03-16,competitive,Europe,hollywood,Master,시그마,TANK,14.4,54.5
2026-03-16,competitive,Europe,hollywood,Master,시메트라,DAMAGE,2.6,46.8
2026-03-16,competitive,Europe,hollywood,Master,아나,SUPPORT,41.8,49.7
2026-03-16,competitive,Europe,hollywood,Master,안란,DAMAGE,3.4,44.5
2026-03-16,competitive,Europe,hollywood,Master,애쉬,DAMAGE,17.0,51.2
2026-03-16,competitive,Europe,hollywood,Master,에코,DAMAGE,7.0,52.9
2026-03-16,competitive,Europe,hollywood,Master,엠레,DAMAGE,21.9,47.5
2026-03-16,competitive,Europe,hollywood,Master,오리사,TANK,6.0,48.2
2026-03-16,competitive,Europe,hollywood,Master,우양,SUPPORT,12.2,54.2
2026-03-16,competitive,Europe,hollywood,Master,위도우메이커,DAMAGE,8.7,51.0
2026-03-16,competitive,Europe,hollywood,Master,윈스턴,TANK,12.6,51.6
2026-03-16,competitive,Europe,hollywood,Master,일리아리,SUPPORT,13.1,57.7
2026-03-16,competitive,Europe,hollywood,Master,자리야,TANK,6.9,51.0
2026-03-16,competitive,Europe,hollywood,Master,정커퀸,TANK,3.9,44.7
2026-03-16,competitive,Europe,hollywood,Master,정크랫,DAMAGE,3.7,53.8
2026-03-16,competitive,Europe,hollywood,Master,제트팩 캣,SUPPORT,6.2,51.7
2026-03-16,competitive,Europe,hollywood,Master,젠야타,SUPPORT,12.7,53.9
2026-03-16,competitive,Europe,hollywood,Master,주노,SUPPORT,16.3,54.3
2026-03-16,competitive,Europe,hollywood,Master,캐서디,DAMAGE,19.4,42.6
2026-03-16,competitive,Europe,hollywood,Master,키리코,SUPPORT,35.8,43.3
2026-03-16,competitive,Europe,hollywood,Master,토르비욘,DAMAGE,4.3,53.8
2026-03-16,competitive,Europe,hollywood,Master,트레이서,DAMAGE,15.1,54.2
2026-03-16,competitive,Europe,hollywood,Master,파라,DAMAGE,4.7,53.3
2026-03-16,competitive,Europe,hollywood,Master,프레야,DAMAGE,5.5,47.7
2026-03-16,competitive,Europe,hollywood,Master,한조,DAMAGE,7.5,46.6
2026-03-16,competitive,Europe,hollywood,Master,해저드,TANK,5.1,52.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,D.Va,TANK,10.5,52.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,겐지,DAMAGE,12.5,48.8
2026-03-16,competitive,Europe,hollywood,Grandmaster,도미나,TANK,7.6,46.4
2026-03-16,competitive,Europe,hollywood,Grandmaster,둠피스트,TANK,4.6,62.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,라마트라,TANK,3.8,59.2
2026-03-16,competitive,Europe,hollywood,Grandmaster,라이프위버,SUPPORT,3.4,65.0
2026-03-16,competitive,Europe,hollywood,Grandmaster,라인하르트,TANK,3.3,56.2
2026-03-16,competitive,Europe,hollywood,Grandmaster,레킹볼,TANK,7.8,45.6
2026-03-16,competitive,Europe,hollywood,Grandmaster,로드호그,TANK,8.1,49.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,루시우,SUPPORT,9.2,51.8
2026-03-16,competitive,Europe,hollywood,Grandmaster,리퍼,DAMAGE,6.8,56.6
2026-03-16,competitive,Europe,hollywood,Grandmaster,마우가,TANK,4.6,38.0
2026-03-16,competitive,Europe,hollywood,Grandmaster,메르시,SUPPORT,15.3,42.4
2026-03-16,competitive,Europe,hollywood,Grandmaster,메이,DAMAGE,4.2,61.6
2026-03-16,competitive,Europe,hollywood,Grandmaster,모이라,SUPPORT,2.2,66.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,미즈키,SUPPORT,8.8,36.4
2026-03-16,competitive,Europe,hollywood,Grandmaster,바스티온,DAMAGE,6.4,45.5
2026-03-16,competitive,Europe,hollywood,Grandmaster,바티스트,SUPPORT,12.3,39.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,벤데타,DAMAGE,6.0,39.8
2026-03-16,competitive,Europe,hollywood,Grandmaster,벤처,DAMAGE,3.9,65.2
2026-03-16,competitive,Europe,hollywood,Grandmaster,브리기테,SUPPORT,7.2,50.3
2026-03-16,competitive,Europe,hollywood,Grandmaster,소전,DAMAGE,18.3,32.1
2026-03-16,competitive,Europe,hollywood,Grandmaster,솔저: 76,DAMAGE,8.7,39.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,솜브라,DAMAGE,2.1,61.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,시그마,TANK,11.8,42.4
2026-03-16,competitive,Europe,hollywood,Grandmaster,시메트라,DAMAGE,1.3,34.2
2026-03-16,competitive,Europe,hollywood,Grandmaster,아나,SUPPORT,39.4,44.6
2026-03-16,competitive,Europe,hollywood,Grandmaster,안란,DAMAGE,3.0,56.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,애쉬,DAMAGE,11.3,35.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,에코,DAMAGE,10.7,43.6
2026-03-16,competitive,Europe,hollywood,Grandmaster,엠레,DAMAGE,28.9,65.6
2026-03-16,competitive,Europe,hollywood,Grandmaster,오리사,TANK,4.7,36.4
2026-03-16,competitive,Europe,hollywood,Grandmaster,우양,SUPPORT,12.5,51.5
2026-03-16,competitive,Europe,hollywood,Grandmaster,위도우메이커,DAMAGE,8.4,38.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,윈스턴,TANK,18.1,46.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,일리아리,SUPPORT,19.6,51.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,자리야,TANK,4.7,57.7
2026-03-16,competitive,Europe,hollywood,Grandmaster,정커퀸,TANK,3.6,50.1
2026-03-16,competitive,Europe,hollywood,Grandmaster,정크랫,DAMAGE,3.3,42.1
2026-03-16,competitive,Europe,hollywood,Grandmaster,제트팩 캣,SUPPORT,8.6,38.0
2026-03-16,competitive,Europe,hollywood,Grandmaster,젠야타,SUPPORT,8.7,50.5
2026-03-16,competitive,Europe,hollywood,Grandmaster,주노,SUPPORT,13.5,55.4
2026-03-16,competitive,Europe,hollywood,Grandmaster,캐서디,DAMAGE,16.0,34.5
2026-03-16,competitive,Europe,hollywood,Grandmaster,키리코,SUPPORT,39.4,40.0
2026-03-16,competitive,Europe,hollywood,Grandmaster,토르비욘,DAMAGE,4.4,20.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,트레이서,DAMAGE,29.7,45.8
2026-03-16,competitive,Europe,hollywood,Grandmaster,파라,DAMAGE,2.4,36.0
2026-03-16,competitive,Europe,hollywood,Grandmaster,프레야,DAMAGE,4.5,57.9
2026-03-16,competitive,Europe,hollywood,Grandmaster,한조,DAMAGE,7.1,61.0
2026-03-16,competitive,Europe,hollywood,Grandmaster,해저드,TANK,6.8,45.4
2026-03-16,competitive,Europe,new-queen-street,All,D.Va,TANK,8.9,47.9
2026-03-16,competitive,Europe,new-queen-street,All,겐지,DAMAGE,11.9,52.2
2026-03-16,competitive,Europe,new-queen-street,All,도미나,TANK,5.6,52.3
2026-03-16,competitive,Europe,new-queen-street,All,둠피스트,TANK,6.3,50.8
2026-03-16,competitive,Europe,new-queen-street,All,라마트라,TANK,6.8,46.9
2026-03-16,competitive,Europe,new-queen-street,All,라이프위버,SUPPORT,6.6,45.7
2026-03-16,competitive,Europe,new-queen-street,All,라인하르트,TANK,11.8,53.2
2026-03-16,competitive,Europe,new-queen-street,All,레킹볼,TANK,3.7,52.8
2026-03-16,competitive,Europe,new-queen-street,All,로드호그,TANK,9.5,48.7
2026-03-16,competitive,Europe,new-queen-street,All,루시우,SUPPORT,7.5,51.9
2026-03-16,competitive,Europe,new-queen-street,All,리퍼,DAMAGE,11.0,53.3
2026-03-16,competitive,Europe,new-queen-street,All,마우가,TANK,5.7,51.6
2026-03-16,competitive,Europe,new-queen-street,All,메르시,SUPPORT,20.7,49.6
2026-03-16,competitive,Europe,new-queen-street,All,메이,DAMAGE,7.0,53.0
2026-03-16,competitive,Europe,new-queen-street,All,모이라,SUPPORT,27.3,48.9
2026-03-16,competitive,Europe,new-queen-street,All,미즈키,SUPPORT,19.8,53.6
2026-03-16,competitive,Europe,new-queen-street,All,바스티온,DAMAGE,12.2,46.7
2026-03-16,competitive,Europe,new-queen-street,All,바티스트,SUPPORT,6.0,44.8
2026-03-16,competitive,Europe,new-queen-street,All,벤데타,DAMAGE,5.0,55.0
2026-03-16,competitive,Europe,new-queen-street,All,벤처,DAMAGE,3.1,50.4
2026-03-16,competitive,Europe,new-queen-street,All,브리기테,SUPPORT,4.1,50.5
2026-03-16,competitive,Europe,new-queen-street,All,소전,DAMAGE,13.3,44.7
2026-03-16,competitive,Europe,new-queen-street,All,솔저: 76,DAMAGE,25.1,53.5
2026-03-16,competitive,Europe,new-queen-street,All,솜브라,DAMAGE,5.1,51.1
2026-03-16,competitive,Europe,new-queen-street,All,시그마,TANK,10.3,49.1
2026-03-16,competitive,Europe,new-queen-street,All,시메트라,DAMAGE,1.4,46.9
2026-03-16,competitive,Europe,new-queen-street,All,아나,SUPPORT,23.4,46.6
2026-03-16,competitive,Europe,new-queen-street,All,안란,DAMAGE,10.8,52.0
2026-03-16,competitive,Europe,new-queen-street,All,애쉬,DAMAGE,12.2,50.2
2026-03-16,competitive,Europe,new-queen-street,All,에코,DAMAGE,4.7,51.1
2026-03-16,competitive,Europe,new-queen-street,All,엠레,DAMAGE,17.4,49.7
2026-03-16,competitive,Europe,new-queen-street,All,오리사,TANK,10.5,45.9
2026-03-16,competitive,Europe,new-queen-street,All,우양,SUPPORT,8.8,51.8
2026-03-16,competitive,Europe,new-queen-street,All,위도우메이커,DAMAGE,3.6,46.4
2026-03-16,competitive,Europe,new-queen-street,All,윈스턴,TANK,6.2,50.1
2026-03-16,competitive,Europe,new-queen-street,All,일리아리,SUPPORT,8.2,53.2
2026-03-16,competitive,Europe,new-queen-street,All,자리야,TANK,5.5,47.5
2026-03-16,competitive,Europe,new-queen-street,All,정커퀸,TANK,5.6,55.1
2026-03-16,competitive,Europe,new-queen-street,All,정크랫,DAMAGE,6.0,44.9
2026-03-16,competitive,Europe,new-queen-street,All,제트팩 캣,SUPPORT,5.8,49.4
2026-03-16,competitive,Europe,new-queen-street,All,젠야타,SUPPORT,10.5,53.9
2026-03-16,competitive,Europe,new-queen-street,All,주노,SUPPORT,19.0,52.2
2026-03-16,competitive,Europe,new-queen-street,All,캐서디,DAMAGE,21.0,47.0
2026-03-16,competitive,Europe,new-queen-street,All,키리코,SUPPORT,32.2,48.2
2026-03-16,competitive,Europe,new-queen-street,All,토르비욘,DAMAGE,3.4,54.4
2026-03-16,competitive,Europe,new-queen-street,All,트레이서,DAMAGE,9.7,52.2
2026-03-16,competitive,Europe,new-queen-street,All,파라,DAMAGE,3.7,47.2
2026-03-16,competitive,Europe,new-queen-street,All,프레야,DAMAGE,4.3,45.8
2026-03-16,competitive,Europe,new-queen-street,All,한조,DAMAGE,8.2,49.1
2026-03-16,competitive,Europe,new-queen-street,All,해저드,TANK,3.7,53.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,D.Va,TANK,14.0,45.0
2026-03-16,competitive,Europe,new-queen-street,Bronze,겐지,DAMAGE,8.1,48.1
2026-03-16,competitive,Europe,new-queen-street,Bronze,도미나,TANK,6.6,54.7
2026-03-16,competitive,Europe,new-queen-street,Bronze,둠피스트,TANK,4.5,48.2
2026-03-16,competitive,Europe,new-queen-street,Bronze,라마트라,TANK,9.5,45.3
2026-03-16,competitive,Europe,new-queen-street,Bronze,라이프위버,SUPPORT,7.1,43.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,라인하르트,TANK,10.3,55.3
2026-03-16,competitive,Europe,new-queen-street,Bronze,레킹볼,TANK,2.3,55.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,로드호그,TANK,7.1,50.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,루시우,SUPPORT,9.9,43.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,리퍼,DAMAGE,12.2,62.1
2026-03-16,competitive,Europe,new-queen-street,Bronze,마우가,TANK,6.9,50.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,메르시,SUPPORT,25.8,48.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,메이,DAMAGE,7.5,54.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,모이라,SUPPORT,34.3,49.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,미즈키,SUPPORT,20.0,49.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,바스티온,DAMAGE,18.3,47.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,바티스트,SUPPORT,5.5,46.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,벤데타,DAMAGE,4.3,49.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,벤처,DAMAGE,2.8,52.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,브리기테,SUPPORT,3.1,53.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,소전,DAMAGE,12.6,46.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,솔저: 76,DAMAGE,19.8,52.0
2026-03-16,competitive,Europe,new-queen-street,Bronze,솜브라,DAMAGE,4.3,61.3
2026-03-16,competitive,Europe,new-queen-street,Bronze,시그마,TANK,11.3,53.7
2026-03-16,competitive,Europe,new-queen-street,Bronze,시메트라,DAMAGE,1.3,57.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,아나,SUPPORT,12.3,46.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,안란,DAMAGE,12.8,53.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,애쉬,DAMAGE,13.1,51.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,에코,DAMAGE,6.2,53.2
2026-03-16,competitive,Europe,new-queen-street,Bronze,엠레,DAMAGE,14.1,49.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,오리사,TANK,14.0,44.0
2026-03-16,competitive,Europe,new-queen-street,Bronze,우양,SUPPORT,7.2,49.7
2026-03-16,competitive,Europe,new-queen-street,Bronze,위도우메이커,DAMAGE,5.9,37.0
2026-03-16,competitive,Europe,new-queen-street,Bronze,윈스턴,TANK,2.9,41.7
2026-03-16,competitive,Europe,new-queen-street,Bronze,일리아리,SUPPORT,9.5,55.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,자리야,TANK,4.0,60.5
2026-03-16,competitive,Europe,new-queen-street,Bronze,정커퀸,TANK,3.8,53.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,정크랫,DAMAGE,12.1,40.8
2026-03-16,competitive,Europe,new-queen-street,Bronze,제트팩 캣,SUPPORT,3.5,58.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,젠야타,SUPPORT,11.8,50.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,주노,SUPPORT,22.5,53.1
2026-03-16,competitive,Europe,new-queen-street,Bronze,캐서디,DAMAGE,13.4,50.0
2026-03-16,competitive,Europe,new-queen-street,Bronze,키리코,SUPPORT,27.5,50.9
2026-03-16,competitive,Europe,new-queen-street,Bronze,토르비욘,DAMAGE,3.9,53.6
2026-03-16,competitive,Europe,new-queen-street,Bronze,트레이서,DAMAGE,5.1,51.4
2026-03-16,competitive,Europe,new-queen-street,Bronze,파라,DAMAGE,6.1,52.2
2026-03-16,competitive,Europe,new-queen-street,Bronze,프레야,DAMAGE,6.9,43.3
2026-03-16,competitive,Europe,new-queen-street,Bronze,한조,DAMAGE,9.2,42.5
